"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000593863",235.641309710184,-0.306039068083456,0.0456436512130264,-6.70496465445155,2.01455124075719e-11,2.25869031949913e-10
"ENST00000626051",58.2298546916775,-0.207332039848201,0.0309222855617984,-6.7049390457845,2.01490456489248e-11,2.25893296038506e-10
"ENST00000335430",103.00174076695,-0.15410407858571,0.0229843224345392,-6.70474750885556,2.01754913468367e-11,2.26174413594236e-10
"ENST00000452962",123.512332716131,-0.206008075300851,0.0307258027602525,-6.7047255659451,2.01785231955462e-11,2.26193033230922e-10
"ENST00000435483",18.0564245051628,-0.262912622350222,0.0392136471065513,-6.70462050203685,2.01930460426711e-11,2.26340451003021e-10
"ENST00000521727",118.041331868049,-0.212444052685395,0.0316869861588649,-6.70445752146613,2.02155948877489e-11,2.26577804694602e-10
"ENST00000377943",33.917759536206,-0.284602071707596,0.0424500258007174,-6.70440279691858,2.02231717183502e-11,2.26647330151981e-10
"ENST00000361991",29.0745917667023,-0.260187549310227,0.0388099462484243,-6.70414608782899,2.02587512387362e-11,2.27030659640293e-10
"ENST00000512348",35.2954192426571,0.214848664903009,0.0320496473121088,6.70362025549767,2.03318223139882e-11,2.27834059418241e-10
"ENST00000559249",240.476288683834,-0.211043124102292,0.0314822960170102,-6.70354932144285,2.03416992330328e-11,2.27929257946011e-10
"ENST00000457274",29.3157034947147,0.314517838948967,0.0469189377401072,6.70343051437226,2.03582525564484e-11,2.28099247745392e-10
"ENST00000379264",12.1381395151347,0.290340442180249,0.0433125032991834,6.7033863218366,2.03644132427033e-11,2.28152780509716e-10
"ENST00000373876",55.9547277171386,0.137845897500793,0.0205637766432102,6.70333567089718,2.03714765114732e-11,2.28216417404536e-10
"ENST00000511168",139.946094040463,-0.25164222481262,0.0375399868672477,-6.70331147697254,2.03748511984442e-11,2.28238726229622e-10
"ENST00000533066",51.8448662189424,0.21852431604004,0.0326012314145463,6.70294668509168,2.0425800547882e-11,2.28793926381347e-10
"ENST00000369075",38.9803346527506,-0.199054465668293,0.029696971976443,-6.70285394168108,2.04387736072222e-11,2.2892369917521e-10
"ENST00000532788",110.803822342715,0.149981001306354,0.0223757512770911,6.70283645224055,2.04412209550484e-11,2.28935569526016e-10
"ENST00000548483",42.9037344917693,-0.186000372456627,0.0277497775749651,-6.70276984938538,2.04505435116083e-11,2.29024433323444e-10
"ENST00000565727",54.7414271732677,-0.387273184980251,0.0577785151791684,-6.70271957974925,2.0457582626059e-11,2.2908771466024e-10
"ENST00000517501",16.1745116488948,-0.274315986405314,0.0409282243888466,-6.70236714398164,2.05069998654527e-11,2.2962551311846e-10
"ENST00000470343",39.1113872409354,0.163536824136732,0.024400111489573,6.70229823362147,2.05166758721919e-11,2.2971826946637e-10
"ENST00000549076",64.4106742184984,0.157137510673528,0.0234454446159025,6.70226192114716,2.05217764646246e-11,2.29759787338282e-10
"ENST00000467515",33.5200889243688,-0.190001294211032,0.0283493224877758,-6.70214585526549,2.05380878606249e-11,2.29926806111816e-10
"ENST00000577812",58.2488814757384,-0.146225344908863,0.02181856721677,-6.70187659235811,2.05759778008742e-11,2.30335360694582e-10
"ENST00000553707",355.280242307332,-0.231770067636284,0.0345829479311987,-6.70185977486306,2.05783465822293e-11,2.30346249388626e-10
"ENST00000566552",67.9973695037883,0.128279681563181,0.01914095458908,6.70184347213095,2.05806431129468e-11,2.30356327913815e-10
"ENST00000319018",40.463971182421,0.161530054940106,0.0241031596705043,6.7016132800952,2.06130965665615e-11,2.30688276124483e-10
"ENST00000556329",420.054741802613,-0.168214445590623,0.0251005613166871,-6.70162087087642,2.06120255874528e-11,2.30688276124483e-10
"ENST00000532963",59.4074431511977,0.162780341509783,0.0242909940625564,6.70126307266704,2.06625664230166e-11,2.31226226559902e-10
"ENST00000331426",18.4981141507966,-0.292993325027514,0.0437232213225702,-6.70109191786079,2.06867858014162e-11,2.31481555545532e-10
